⺀	(⺀,Ye,,部首補充)
𫽋	(扌罒夕,CoKwUx,,CJK-E)
𫽌	(扌殳勹{两撇},CoDsHbHp,,CJK-E)
𫽍	(扌臼又,CoHjBo,,CJK-E)
𫽎	(扌亻夕夕,CoEeUxUx,,CJK-E)
𫽏	(扌𠂉{乍下}土,CoAvNvGt,,CJK-E)
𫽐	(扌{鸟上}木,CoXnFm,,CJK-E)
𫽑	(殳扌日,DsCoJr,,CJK-E)
𫽒	(扌戶⺀十,CoKvYeQi,,CJK-E)
𫽓	(扌戶手,CoKvOs,,CJK-E)
𫽔	(扌门亠巾,CoQmLtVj,,CJK-E)
𫽕	(扌亦又,CoHiBo,,CJK-E)
𫽖	(扌阝且,CoBfHq,,CJK-E)
𫽗	(扌不皿,CoObXm,,CJK-E)
𫽘	(扌木口力,CoFmOvWl,,CJK-E)
𫽙	(扌工丆贝,CoKgUsCe,,CJK-E)
𫽚	(扌艹勹口,CoScHbOv,,CJK-E)
𫽛	(〢丰一キ,IvLfFiEk,,CJK-E)
𫽜	(扌田人{介下},CoYtReUa,,CJK-E)
𫽝	(扌〢又皿,CoIvBoXm,,CJK-E)
𫽞	(扌口合,CoOvRh,,CJK-E)
𫽟	(扌殳刀口,CoDsIaOv,,CJK-E)
𫽠	(扌爪田,CoBzYt,,CJK-E)
𫽡	(手八刀皿,OsUaIaXm,,CJK-E)
𫽢	(扌竹马,CoAvGm,,CJK-E)
𫽣	(扌丬夕寸,CoJqUxAc,,CJK-E)
𫽤	(扌火卜尸,CoThNvYs,,CJK-E)
𫽥	(扌{兴上}八キ,CoIsUaEk,,CJK-E)
𫽦	(扌氵九木,CoIsTjFm,,CJK-E)
𫽧	(扌弓{介下}贝,CoPgUaCe,,CJK-E)
𫽨	(扌巛{囟框}乂,CoJcDxCi,,CJK-E)
𫽩	(扌大丷示,CoUdQdDi,,CJK-E)
𫽪	(扌一幺土,CoFiTaGt,,CJK-E)
𫽫	(扌七凵贝,CoWiDkCe,,CJK-E)
𫽬	(扌生刀手,CoLeIaOs,,CJK-E)
𫽭	(手口貝,OsOvXb,,CJK-E)
𫽮	(扌尚儿,CoJsNe,dǎng,CJK-E)
𫽯	({虎头}文手,MhRwOs,,CJK-E)
𫽰	(扌合日,CoRhJr,,CJK-E)
𫽱	(扌几爪木,CoDjBzFm,,CJK-E)
𫽲	(扌{鸟上}亠𧘇,CoXnLtSi,,CJK-E)
𫽳	(扌竹毛,CoAvHm,,CJK-E)
𫽴	(扌宀辰,CoKbBc,,CJK-E)
𫽵	(扌穴勹巳,CoWxHbNi,,CJK-E)
𫽶	(扌巴小兀,CoNbViPw,,CJK-E)
𫽷	(木木大手,FmFmUdOs,,CJK-E)
𫽸	(扌匕矢欠,CoIbAiSq,,CJK-E)
𫽹	(扌由彐キ,CoAyXjEk,,CJK-E)
𫽺	(手日罒又,OsJrKwBo,,CJK-E)
𫽻	(扌〢丿キ,CoIvMpEk,,CJK-E)
𫽼	(扌里予,CoGlMu,,CJK-E)
𫽽	(扌小丿小,CoViMpVi,,CJK-E)
𫽾	(扌禾乃辶,CoVeVnHc,,CJK-E)
𫽿	(扌白二十,CoDaYeQi,,CJK-E)
𫾀	(扌氵皮女,CoIsEpRn,,CJK-E)
𫾁	(扌门冖臼,CoQmPiHj,,CJK-E)
𫾂	(扌王一乛,CoJwFiVi,,CJK-E)
𫾃	(扌艹肀八,CoScXjUa,,CJK-E)
𫾄	(扌日一里,CoJrFiGl,,CJK-E)
𫾅	(扌冖用キ,CoPiIyEk,,CJK-E)
𫾆	(扌宀禺,CoKbLu,,CJK-E)
𫾇	(扌冖八早,CoPiUaTo,,CJK-E)
𫾈	(扌氵骨,CoIsWv,,CJK-E)
𫾉	(扌习习车,CoBiBiPj,,CJK-E)
𫾊	(扌石宀㔾,CoUsKbVi,,CJK-E)
𫾋	(扌木目心,CoFmRmTi,,CJK-E)
𫾌	(土刀手丿,GtIaOsMp,,CJK-E)
𫾍	(扌艹千里,CoScYqGl,,CJK-E)
𫾎	(扌艹勹甫,CoScHbSf,,CJK-E)
𫾏	(扌竹丰寸,CoAvLfAc,,CJK-E)
𫾐	(扌厂木止,CoMcFmNz,,CJK-E)
𫾑	(扌竹其,CoAvTq,,CJK-E)
𫾒	(扌习习十,CoBiBiQi,,CJK-E)
𫾓	(扌土八厶,CoGtUaKs,,CJK-E)
𫾔	(扌西大辶,CoSiUdHc,,CJK-E)
𫾕	(扌艹日丶,CoScJrLd,,CJK-E)
𫾖	(龵一丰貝,OsFiLfXb,,CJK-E)
𫾗	(扌言人冊,CoUyReIc,,CJK-E)
𫾘	(扌氵西早,CoIsSiTo,,CJK-E)
𫾙	(扌千黑力,CoYqQhWl,,CJK-E)
𫾚	(扌麻石,CoBvUs,,CJK-E)
𫾛	(扌僉夊,CoRqEu,,CJK-E)
𫾜	(扌臼乂手,CoHjCiOs,,CJK-E)
𫾝	(麻手且八,BvOsHqUa,,CJK-E)
𫾞	(扌宀瓜瓜,CoKbBgBg,,CJK-E)
𫾟	(扌竹罒十,CoAvKwQi,,CJK-E)
𫾠	(扌言火火,CoUyThTh,,CJK-E)
𫾡	(扌竹士寸,CoAvGiAc,,CJK-E)
𫾢	(扌艹犭又,CoScQqBo,,CJK-E)
𫾣	(高十又,LgQiBo,,CJK-E)
𫾤	(土土土又,GtGtGtBo,,CJK-E)
𫾥	(十又习隹,QiBoBiYz,,CJK-E)
𫾦	(𠂉卜又,AvNvBo,,CJK-E)
𫾧	(丿七夊,MpWiEu,,CJK-E)
𫾨	(文夊,RwEu,,CJK-E)
𫾩	(𠂉{乍下}夊,AvNvEu,,CJK-E)
𫾪	(士口夊,GiOvEu,,CJK-E)
𫾫	(一口乂夊,FiOvCiEu,,CJK-E)
𫾬	(耳夊,MrEu,,CJK-E)
𫾭	(牛八夊,TnUaEu,,CJK-E)
𫾮	(八丅乚夊,UaJxKnEu,,CJK-E)
𫾯	(广干夊,LaNgEu,,CJK-E)
𫾰	(弓氵夊,PgIsEu,,CJK-E)
𫾱	(臣夊,DeEu,,CJK-E)
𫾲	(一{冂丶}{冂丶}又,FiPkPkBo,,CJK-E)
𫾳	(丰寸夊,LfAcEu,,CJK-E)
𫾴	(見夊,LjEu,,CJK-E)
𫾵	(人丶乛夊,ReLdViEu,,CJK-E)
𫾶	(丿米夊,MpTmEu,,CJK-E)
𫾷	(氵欠夊,IsSqEu,,CJK-E)
𫾸	(刀口卩又,IaOvKjBo,,CJK-E)
𫾹	(虎夊,MhEu,,CJK-E)
𫾺	(口〢女夊,OvIvRnEu,,CJK-E)
𫾻	(日勹{两撇}夊,JrHbHpEu,,CJK-E)
𫾼	(乂{左上}月夊,CiSzWyEu,,CJK-E)
𫾽	(合卩夊,RhKjEu,,CJK-E)
𫾾	(亻人人夊,EeReReEu,,CJK-E)
𫾿	(人丶乛又,ReLdViBo,,CJK-E)
𫿀	({京頭}小夊,LgViEu,,CJK-E)
𫿁	(艹田夊,ScYtEu,,CJK-E)
𫿂	(卜冖一夊,NvPiFiEu,,CJK-E)
𫿃	(白王夊,DaJwEu,,CJK-E)
𫿄	(合口夊,RhOvEu,,CJK-E)
𫿅	(冖口匕又,PiOvIbBo,,CJK-E)
𫿆	(片爿一夊,LpLcFiEu,,CJK-E)
𫿇	(方夊且,NfEuHq,,CJK-E)
𫿈	(匚虎夊,WfMhEu,,CJK-E)
𫿉	(臣巳夊,DeNiEu,,CJK-E)
𫿊	(目目卜又,RmRmNvBo,,CJK-E)
𫿋	(𠂉虎夊,AvMhEu,,CJK-E)
𫿌	(厶月匕夊,KsWyIbEu,,CJK-E)
𫿍	(龷由八夊,ScAyUaEu,,CJK-E)
𫿎	(二戊卜又,YeMwNvBo,,CJK-E)
𫿏	(罒亠𧘇夊,KwLtSiEu,,CJK-E)
𫿐	(己夊戶斤,EjEuKvCj,,CJK-E)
𫿑	({虎头}龶勹夊,MhHqHbEu,,CJK-E)
𫿒	(爪{爲下}夊,BzJwEu,,CJK-E)
𫿓	(丿米田夊,MpTmYtEu,,CJK-E)
𫿔	(冖口儿夊,PiOvNeEu,,CJK-E)
𫿕	(方夊艹二,NfEuScYe,,CJK-E)
𫿖	(母貝夊,WuXbEu,,CJK-E)
𫿗	(尸丿虫又,YsMpAoBo,,CJK-E)
𫿘	(臼豕夊,HjBiEu,,CJK-E)
𫿙	(幺幺酉夊,TaTaVoEu,,CJK-E)
𫿚	(尸龷八夊,YsScUaEu,,CJK-E)
𫿛	(小丿目夊,ViMpRmEu,,CJK-E)
𫿜	(⺧口貝夊,TnOvXbEu,,CJK-E)
𫿝	(米亠囗夊,TmLtXwEu,,CJK-E)
𫿞	(丌䒑丿夊,YjQdMpEu,,CJK-E)
𫿟	(扌非乂夊,CoUfCiEu,,CJK-E)
𫿠	(亠〢羊夊,LtIvHvEu,,CJK-E)
𫿡	(鹿灬夊,KlToEu,,CJK-E)
𫿢	(巛囗乂夊,JcXwCiEu,,CJK-E)
𫿣	(木木亠夊,FmFmLtEu,,CJK-E)
𫿤	(立月{龍右}夊,AlWyNvEu,,CJK-E)
𫿥	(厶口火夊,KsOvThEu,,CJK-E)
𫿦	({互中}丆丿夊,WuUsMpEu,,CJK-E)
𫿧	(亠囗口夊,LtXwOvEu,,CJK-E)
𫿨	(方夊宀电,NfEuKbPd,,CJK-E)
𫿩	(山丰丰夊,TsLfLfEu,,CJK-E)
𫿪	(⺆⺆一夊,HbHbFiEu,,CJK-E)
𫿫	({互中}丆丿夊,WuUsMpEu,,CJK-E)
𫿬	({互中}丆丿夊,WuUsMpEu,,CJK-E)
𫿭	(文二,RwYe,,CJK-E)
𫿮	(一止文,FiNzRw,,CJK-E)
𫿯	(文冊,RwIc,,CJK-E)
𫿰	(宀子文,KbKzRw,,CJK-E)
𫿱	(木木文,FmFmRw,,CJK-E)
𫿲	(文卄一灬,RwScFiTo,,CJK-E)
𫿳	(亦⺀十,HiYeQi,,CJK-E)
𫿴	(⺀十爪子,YeQiBzKz,,CJK-E)
𫿵	(八口口十,UaOvOvQi,,CJK-E)
𫿶	(冖田儿十,PiYtNeQi,,CJK-E)
𫿷	(臼人月十,HjReWyQi,,CJK-E)
𫿸	(人止人十,ReNzReQi,,CJK-E)
𫿹	(丷一巾斤,QdFiVjCj,,CJK-E)
𫿺	(厶口乛斤,KsOvViCj,,CJK-E)
𫿻	(木冂冂斤,FmPkPkCj,,CJK-E)
𫿼	(刀八木斤,IaUaFmCj,,CJK-E)
𫿽	(壴口斤,PzOvCj,,CJK-E)
𫿾	(白幺幺斤,DaTaTaCj,,CJK-E)
𫿿	(八乂斤小,UaCiCjVi,,CJK-E)
𬀀	(方𠂉丩,NfAvDj,,CJK-E)
𬀁	(夫方人,KfNfRe,,CJK-E)
𬀂	(方𠂉一巾,NfAvFiVj,,CJK-E)
𬀃	(方𠂉戈,NfAvMe,,CJK-E)
𬀄	(方𠂉爪,NfAvBz,,CJK-E)
𬀅	(方𠂉水,NfAvHs,,CJK-E)
𬀆	(方𠂉{母框}十,NfAvWuQi,,CJK-E)
𬀇	(方𠂉古,NfAvIu,,CJK-E)
𬀈	(方𠂉口乂,NfAvOvCi,,CJK-E)
𬀉	(方方方,NfNfNf,,CJK-E)
𬀊	(亠丷冖方,LtQdPiNf,,CJK-E)
𬀋	(方𠂉丆目,NfAvUsRm,,CJK-E)
𬀌	(方𠂉古儿,NfAvIuNe,,CJK-E)
𬀍	(方𠂉言,NfAvUy,,CJK-E)
𬀎	(方酉己,NfVoEj,,CJK-E)
𬀏	(方𠂉彐火,NfAvXjTh,,CJK-E)
𬀐	(方𠂉户夊,NfAvDvEu,,CJK-E)
𬀑	(方𠂉日{两撇},NfAvJrHp,,CJK-E)
𬀒	(方𠂉虫工,NfAvAoKg,,CJK-E)
𬀓	(方𠂉衤火,NfAvViTh,,CJK-E)
𬀔	(方𠂉氵小,NfAvIsVi,,CJK-E)
𬀕	(方𠂉糹丿,NfAvPsMp,,CJK-E)
𬀖	(方𠂉爪臼,NfAvBzHj,,CJK-E)
𬀗	(方艹世木,NfScGsFm,,CJK-E)
𬀘	(方𠂉士{亞下},NfAvGiQy,,CJK-E)
𬀙	(方𠂉火日,NfAvThJr,,CJK-E)
𬀚	(方𠂉口十,NfAvOvQi,,CJK-E)
𬀛	(方亠丷二,NfLtQdYe,,CJK-E)
𬀜	(方𠂉舟言,NfAvQoUy,,CJK-E)
𬀝	(方𠂉氵臼,NfAvIsHj,,CJK-E)
𬀞	(方𠂉亠虫,NfAvLtAo,,CJK-E)
𬀟	(方𠂉口人,NfAvOvRe,,CJK-E)
𬀠	(方𠂉{卬左}舟,NfAvGmQo,,CJK-E)
𬀡	(方𠂉臼大,NfAvHjUd,,CJK-E)
𬀢	(方𠂉米臼,NfAvTmHj,,CJK-E)
𬀣	(方𠂉臼八,NfAvHjUa,,CJK-E)
𬀤	(方𠂉魚魚,NfAvByBy,,CJK-E)
𬀥	(匚儿口人,WfNeOvRe,,CJK-E)
𬀦	(一㇉日,FiKnJr,,CJK-E)
𬀧	(日下,JrJx,,CJK-E)
𬀨	(日冖丶,JrPiLd,,CJK-E)
𬀩	(日キ乛,JrEkVi,wěi,CJK-E)
𬀪	(日见,JrAx,xiàn,CJK-E)
𬀫	(文日,RwJr,,CJK-E)
𬀬	(日古,JrIu,,CJK-E)
𬀭	(日卜尸,JrNvYs,,CJK-E)
𬀮	(日又寸,JrBoAc,,CJK-E)
𬀯	(日厂火,JrMcTh,,CJK-E)
𬀰	(日一夕刂,JrFiUxGd,,CJK-E)
𬀱	(日山己,JrTsEj,,CJK-E)
𬀲	(日八一大,JrUaFiUd,,CJK-E)
𬀳	(日亦,JrHi,,CJK-E)
𬀴	(丷夫日,QdKfJr,,CJK-E)
𬀵	(早丿夫,ToMpKf,,CJK-E)
𬀶	(日生刀,JrLeIa,,CJK-E)
𬀷	(𠂉日一{两撇},AvJrFiHp,shāng,CJK-E)
𬀸	(日文兀,JrRwPw,,CJK-E)
𬀹	(日丷弓丿,JrQdPgMp,,CJK-E)
𬀺	(已日勹{两撇},EvJrHbHp,,CJK-E)
𬀻	(日土儿土,JrGtNeGt,,CJK-E)
𬀼	(日一且力,JrFiHqWl,,CJK-E)
𬀽	(日干龷,JrNgSc,,CJK-E)
𬀾	(日土申,JrGtNs,,CJK-E)
𬀿	(日人一冊,JrReFiIc,,CJK-E)
𬁀	({卬左}七日丿,GmWiJrMp,,CJK-E)
𬁁	(日宀且,JrKbHq,,CJK-E)
𬁂	(王巳七日,JwNiWiJr,,CJK-E)
𬁃	(日土戊乛,JrGtMwVi,,CJK-E)
𬁄	(早土欠,ToGtSq,,CJK-E)
𬁅	(日虫工,JrAoKg,,CJK-E)
𬁆	(爪干又日,BzNgBoJr,,CJK-E)
𬁇	(日千里,JrYqGl,,CJK-E)
𬁈	(日丶彐阝,JrLdXjBf,,CJK-E)
𬁉	(尸匕一日,YsIbFiJr,,CJK-E)
𬁊	(日彳人木,JrXiReFm,,CJK-E)
𬁋	(日卯彐厶,JrGmXjKs,,CJK-E)
𬁌	({卬左}七日亡,GmWiJrWw,,CJK-E)
𬁍	(日䒑儿厶,JrQdNeKs,,CJK-E)
𬁎	(日穴人口,JrWxReOv,,CJK-E)
𬁏	(文寸日{两撇},RwAcJrHp,,CJK-E)
𬁐	(日月人木,JrWyReFm,,CJK-E)
𬁑	(日犭耂日,JrQqGtJr,,CJK-E)
𬁒	(日予丿力,JrMuMpWl,,CJK-E)
𬁓	(日丰丰日,JrLfLfJr,,CJK-E)
𬁔	(日一龰干,JrFiNzNg,,CJK-E)
𬁕	(日土土兀,JrGtGtPw,,CJK-E)
𬁖	(日生宀牛,JrLeKbTn,,CJK-E)
𬁗	(日宀一田,JrKbFiYt,,CJK-E)
𬁘	(日门木丷,JrQmFmQd,,CJK-E)
𬁙	(日艹宀一,JrScKbFi,,CJK-E)
𬁚	(日生臼人,JrLeHjRe,,CJK-E)
𬁛	(日广䒑八,JrLaQdUa,,CJK-E)
𬁜	(日艹罒夕,JrScKwUx,,CJK-E)
𬁝	(业羊日日,LyHvJrJr,,CJK-E)
𬁞	(日艹隹灬,JrScYzTo,,CJK-E)
𬁟	(日寸,JrAc,,CJK-E)
𬁠	(日{纟上}丿,JrNjMp,,CJK-E)
𬁡	({左上}又日,SzBoJr,,CJK-E)
𬁢	(亦日,HiJr,,CJK-E)
𬁣	(子丰日,KzLfJr,,CJK-E)
𬁤	(刀口卩日,IaOvKjJr,,CJK-E)
𬁥	(耂丂冂龷,GtEkPkSc,,CJK-E)
𬁦	(二欠刂日,YeSqGdJr,,CJK-E)
𬁧	(日丱一八,JrDjFiUa,,CJK-E)
𬁨	(日月䒑大,JrWyQdUd,,CJK-E)
𬁩	(方𠂉斤日,NfAvCjJr,,CJK-E)
𬁪	(子辛日,KzRxJr,,CJK-E)
𬁫	(彐土日且,XjGtJrHq,,CJK-E)
𬁬	(日日日卯,JrJrJrGm,,CJK-E)
𬁭	(丷日丷口,QdJrQdOv,,CJK-E)
𬁮	(丷日丷丶,QdJrQdLd,,CJK-E)
𬁯	({互中}丆丿日,WuUsMpJr,,CJK-E)
𬁰	(月十,WyQi,,CJK-E)
𬁱	(月{于下}丿,WyAcMp,,CJK-E)
𬁲	(月丿厶,WyMpKs,,CJK-E)
𬁳	(月马,WyGm,,CJK-E)
𬁴	(月二厶,WyYeKs,,CJK-E)
𬁵	(月匚乂,WyWfCi,,CJK-E)
𬁶	(一{五下}月,FiQwWy,,CJK-E)
𬁷	(月夭,WyVy,,CJK-E)
𬁸	(月人㔾,WyReVi,,CJK-E)
𬁹	(屮凵月,DcDkWy,,CJK-E)
𬁺	(月丌䒑,WyYjQd,,CJK-E)
𬁻	(月丰八,WyLfUa,,CJK-E)
𬁼	(二欠月,YeSqWy,,CJK-E)
𬁽	(月口贝,WyOvCe,,CJK-E)
𬁾	(亻瓜月,EeBgWy,,CJK-E)
𬁿	(月羊乚,WyHvKn,,CJK-E)
𬂀	(月门王,WyQmJw,,CJK-E)
𬂁	(月彐丿口,WyXjMpOv,,CJK-E)
𬂂	(月罒夕,WyKwUx,,CJK-E)
𬂃	(亠亻夕月,LtEeUxWy,,CJK-E)
𬂄	(立月戈,AlWyMe,,CJK-E)
𬂅	(月丷日十,WyQdJrQi,,CJK-E)
𬂆	(丶彐冖丨,LdXjPiIv,,CJK-E)
𬂇	(月王丶王,WyJwLdJw,,CJK-E)
𬂈	(厂耂日月,McGtJrWy,,CJK-E)
𬂉	(月丷夫贝,WyQdKfCe,,CJK-E)
𬂊	(月冖日八,WyPiJrUa,,CJK-E)
𬂋	(幺幺日月,TaTaJrWy,,CJK-E)
𬂌	(月厶月匕,WyKsWyIb,,CJK-E)
𬂍	(月〢丿キ,WyIvMpEk,,CJK-E)
𬂎	(月白豕,WyDaBi,,CJK-E)
𬂏	(冖口豕月,PiOvBiWy,,CJK-E)
𬂐	(月二欠虫,WyYeSqAo,,CJK-E)
𬂑	({左上}月文生,SzWyRwLe,,CJK-E)
𬂒	(月耳口王,WyMrOvJw,,CJK-E)
𬂓	(月龸一豕,WyJsFiBi,,CJK-E)
𬂔	(月〢丷豕,WyIvQdBi,,CJK-E)
𬂕	(止月气米,NzWyMqTm,,CJK-E)
𬂖	(冖口豕月,PiOvBiWy,,CJK-E)
𬂗	(月白白白,WyDaDaDa,,CJK-E)
𬂘	(屮𠂤辛月,DcXdRxWy,,CJK-E)
𬂙	(立电亡王,AlPdWwJw,,CJK-E)
𬂚	(䒑屮月月,QdDcWyWy,,CJK-E)
𬂛	(十,Qi,,CJK-E)
𬂜	(木一,FmFi,,CJK-E)
𬂝	(木寸,FmAc,,CJK-E)
𬂞	(上木,KsFm,,CJK-E)
𬂟	(木勹丿,FmHbMp,,CJK-E)
𬂠	(木一尢,FmFiKy,,CJK-E)
𬂡	(木一{五下},FmFiQw,,CJK-E)
𬂢	(木丿几丶,FmMpDjLd,,CJK-E)
𬂣	(木人{介下},FmReUa,,CJK-E)
𬂤	(木乛キ,FmViEk,,CJK-E)
𬂥	(木口七,FmOvWi,,CJK-E)
𬂦	(木屮㔾,FmDcVi,,CJK-E)
𬂧	(未未,DwDw,,CJK-E)
𬂨	(木寸冖丨,FmAcPiIv,,CJK-E)
𬂩	(木夫丷,FmKfQd,jiā,CJK-E)
𬂪	(木{卯左}阝,FmGmBf,,CJK-E)
𬂫	(𠂤木,XdFm,,CJK-E)
𬂬	(木亻方,FmEeNf,,CJK-E)
𬂭	(木向,FmDx,,CJK-E)
𬂮	(木乂木,FmCiFm,,CJK-E)
𬂯	(木丿田,FmMpYt,,CJK-E)
𬂰	(木冖𧘇,FmPiSi,,CJK-E)
𬂱	(氵𠄎{两撇}木,IsViHpFm,,CJK-E)
𬂲	(木丌口一,FmYjOvFi,,CJK-E)
𬂳	(木工人人,FmKgReRe,,CJK-E)
𬂴	(木土乛キ,FmGtViEk,,CJK-E)
𬂵	(木艹又丶,FmScBoLd,,CJK-E)
𬂶	(木且力,FmHqWl,,CJK-E)
𬂷	(木巾丅乛,FmVjJxVi,,CJK-E)
𬂸	(木夊小丿,FmEuViMp,,CJK-E)
𬂹	(木手廴,FmOsJd,,CJK-E)
𬂺	(木亻白,FmEeDa,,CJK-E)
𬂻	(木门一卄,FmQmFiSc,,CJK-E)
𬂼	(木厶矢,FmKsAi,,CJK-E)
𬂽	(木木一{五下},FmFmFiQw,,CJK-E)
𬂾	(木刀八木,FmIaUaFm,,CJK-E)
𬂿	(木至力,FmUzWl,,CJK-E)
𬃀	(木夫见,FmKfAx,,CJK-E)
𬃁	(木耳又,FmMrBo,,CJK-E)
𬃂	(木木一{五下},FmFmFiQw,,CJK-E)
𬃃	(木口冂大,FmOvPkUd,,CJK-E)
𬃄	(卜冂人木,NvPkReFm,,CJK-E)
𬃅	(木口木口,FmOvFmOv,,CJK-E)
𬃆	(木斤一山,FmCjFiTs,,CJK-E)
𬃇	(木𠄎乂皿,FmViCiXm,,CJK-E)
𬃈	(木乂乂夊,FmCiCiEu,,CJK-E)
𬃉	(木人舌,FmReSs,,CJK-E)
𬃊	(木⺁十贝,FmCjQiCe,zhì,CJK-E)
𬃋	(木宀厶口,FmKbKsOv,,CJK-E)
𬃌	(木丶彐力,FmLdXjWl,,CJK-E)
𬃍	(木氵白,FmIsDa,,CJK-E)
𬃎	(木亠糸,FmLtPs,,CJK-E)
𬃏	(木宀王丶,FmKbJwLd,,CJK-E)
𬃐	(木户⺀十,FmDvYeQi,,CJK-E)
𬃑	(木羊{荒下},FmHvNe,,CJK-E)
𬃒	(木刀八木,FmIaUaFm,,CJK-E)
𬃓	(木皮口,FmEpOv,,CJK-E)
𬃔	(木冂木口,FmPkFmOv,,CJK-E)
𬃕	(木木冖丶,FmFmPiLd,,CJK-E)
𬃖	(十冖石木,QiPiUsFm,,CJK-E)
𬃗	(木厂里,FmMcGl,,CJK-E)
𬃘	(木弋二贝,FmMiYeCe,,CJK-E)
𬃙	(木不口刂,FmObOvGd,,CJK-E)
𬃚	(木木土厶,FmFmGtKs,,CJK-E)
𬃛	(木工丆贝,FmKgUsCe,,CJK-E)
𬃜	(木匕貝,FmIbXb,,CJK-E)
𬃝	(木艹田,FmScYt,,CJK-E)
𬃞	(木目斤,FmRmCj,,CJK-E)
𬃟	(木艹干丷,FmScNgQd,,CJK-E)
𬃠	(木八刀皿,FmUaIaXm,,CJK-E)
𬃡	(木冖彐心,FmPiXjTi,,CJK-E)
𬃢	(木舟寸,FmQoAc,,CJK-E)
𬃣	(木爪冂土,FmBzPkGt,,CJK-E)
𬃤	(木臼丨丂,FmHjIvEk,,CJK-E)
𬃥	(𠂉{乍下}夊木,AvNvEuFm,,CJK-E)
𬃦	(木片一戈,FmLpFiMe,,CJK-E)
𬃧	(木冖一寸,FmPiFiAc,,CJK-E)
𬃨	(亠丷冖木,LtQdPiFm,,CJK-E)
𬃩	(木二刀木,FmYeIaFm,,CJK-E)
𬃪	(木立口亅,FmAlOvVi,,CJK-E)
𬃫	(木宀⺧儿,FmKbTnNe,,CJK-E)
𬃬	(木{京頭}日,FmLgJr,,CJK-E)
𬃭	(木冖木口,FmPiFmOv,,CJK-E)
𬃮	(木弓{介下}贝,FmPgUaCe,,CJK-E)
𬃯	(世木丶王,GsFmLdJw,,CJK-E)
𬃰	(木土土心,FmGtGtTi,,CJK-E)
𬃱	(木古日一,FmIuJrFi,,CJK-E)
𬃲	(木木丆贝,FmFmUsCe,,CJK-E)
𬃳	(木土卜皿,FmGtNvXm,,CJK-E)
𬃴	(木木丆日,FmFmUsJr,,CJK-E)
𬃵	(木艹亻毛,FmScEeHm,,CJK-E)
𬃶	(木艹糸,FmScPs,,CJK-E)
𬃷	(木口木口,FmOvFmOv,,CJK-E)
𬃸	(木艹早,FmScTo,,CJK-E)
𬃹	(木艹力力,FmScWlWl,,CJK-E)
𬃺	(木卜儿口,FmNvNeOv,,CJK-E)
𬃻	(日木一乂,JrFmFiCi,,CJK-E)
𬃼	(木囗大心,FmXwUdTi,,CJK-E)
𬃽	(木貝口,FmXbOv,,CJK-E)
𬃾	(木艹戊乛,FmScMwVi,,CJK-E)
𬃿	(牛土寸木,TnGtAcFm,,CJK-E)
𬄀	(木夕木大,FmUxFmUd,,CJK-E)
𬄁	(木𠂤一巾,FmXdFiVj,,CJK-E)
𬄂	(木斤一阝,FmCjFiBf,,CJK-E)
𬄃	(木矢匚コ,FmAiWfBo,,CJK-E)
𬄄	(木𠂤木,FmXdFm,,CJK-E)
𬄅	(木氵日工,FmIsJrKg,,CJK-E)
𬄆	(木丷夫木,FmQdKfFm,,CJK-E)
𬄇	(木酉火,FmVoTh,,CJK-E)
𬄈	(木匚戶冊,FmWfKvIc,,CJK-E)
𬄉	(木車{卬左}七,FmNcGmWi,,CJK-E)
𬄊	(木耂日土,FmGtJrGt,,CJK-E)
𬄋	(木艹亻口,FmScEeOv,,CJK-E)
𬄌	(木艹冖用,FmScPiIy,,CJK-E)
𬄍	(木口人冊,FmOvReIc,,CJK-E)
𬄎	(木貝夊,FmXbEu,,CJK-E)
𬄏	(木竹弓丿,FmAvPgMp,,CJK-E)
𬄐	(木夕隹,FmUxYz,,CJK-E)
𬄑	(木几白王,FmDjDaJw,,CJK-E)
𬄒	(木𠂉田厶,FmAvYtKs,,CJK-E)
𬄓	(木亠八𧘇,FmLtUaSi,,CJK-E)
𬄔	(木宀八心,FmKbUaTi,,CJK-E)
𬄕	(氵隹木,IsYzFm,,CJK-E)
𬄖	(木宀一八,FmKbFiUa,,CJK-E)
𬄗	(木糹且,FmPsHq,,CJK-E)
𬄘	(木习习立,FmBiBiAl,,CJK-E)
𬄙	(木其月,FmTqWy,,CJK-E)
𬄚	(木一{亞下}心,FmFiQyTi,,CJK-E)
𬄛	(木其日,FmTqJr,,CJK-E)
𬄜	(木木亠口,FmFmLtOv,,CJK-E)
𬄝	(木工丆貝,FmKgUsXb,,CJK-E)
𬄞	(未犭耂日,DwQqGtJr,,CJK-E)
𬄟	(木艹非,FmScUf,,CJK-E)
𬄠	(木艹大示,FmScUdDi,,CJK-E)
𬄡	(木艹月月,FmScWyWy,,CJK-E)
𬄢	(木止止止,FmNzNzNz,,CJK-E)
𬄣	(木日{京頭}小,FmJrLgVi,,CJK-E)
𬄤	(木艹其,FmScTq,,CJK-E)
𬄥	(木口面,FmOvWm,,CJK-E)
𬄦	(木〢{⺮右}見,FmIvAvLj,,CJK-E)
𬄧	(彳𠂉一木,XiAvFiFm,,CJK-E)
𬄨	(木氵匚木,FmIsWfFm,,CJK-E)
𬄩	(阝冖彐木,BfPiXjFm,,CJK-E)
𬄪	(木女卄木,FmRnScFm,,CJK-E)
𬄫	(木尸丶日,FmYsLdJr,,CJK-E)
